vineyard_field_id,ET_2019_04,ET_2019_05,ET_2019_06,ET_2019_07,ET_2019_08,ET_2019_09,ET_2019_10
VYD_00025,68.66943982251803,52.98474764281752,110.13338879645036,70.61508596783139,53.58679977814752,35.524681087077084,28.60149750415973
VYD_00026,72.2673132550621,65.74187510634675,91.41551812149056,78.7200952867109,62.21337417049516,40.355963927173725,24.437808405649147
VYD_00027,105.09734513274338,92.80973451327434,154.55309734513276,138.17699115044246,115.17256637168143,83.08849557522124,62.52654867256637
VYD_00028,90.49103942652329,90.45161290322581,124.07526881720429,104.87813620071684,83.8279569892473,57.43727598566308,34.97849462365591
VYD_00029,91.81192189105859,89.53648509763617,133.72867420349436,103.09044193216856,82.2846865364851,54.31551901336075,44.22918807810895
VYD_00030,47.454002389486256,44.24253285543608,66.94265232974911,58.79569892473118,46.1326164874552,34.0931899641577,15.743130227001194
VYD_00031,81.27352941176471,63.05294117647058,86.54705882352941,74.01764705882353,63.25000000000001,38.40882352941177,28.57941176470588
VYD_00032,87.02057200200701,91.12042147516306,126.56547917711991,95.88158554942298,68.75163070747615,44.87606623181132,32.65479177119919
VYD_00033,55.67920161990167,49.728280782952474,103.71777070677855,81.51451161893743,78.61970880339409,64.44026612669946,39.00289268151577
VYD_00034,93.91011235955054,84.4494382022472,110.68039950062419,113.53682896379526,93.13483146067414,58.87016229712859,52.33083645443196
VYD_00035,80.96231766612641,84.78889789303079,109.63978930307944,88.89829821717993,70.30024311183146,49.8095623987034,28.52471636952999
VYD_00036,102.23388704318936,98.64651162790697,139.23986710963456,139.08970099667775,122.75946843853822,75.21926910299001,60.331561461794024
VYD_00037,82.29900515843774,72.24244657332353,95.8994104642594,89.87159174649965,75.04200442151807,50.67004421518056,41.77118644067797
VYD_00038,63.110139165009954,32.293439363817114,90.12007952286285,79.58409542743541,69.82067594433401,50.44015904572566,27.236978131212727
VYD_00039,64.64621284755512,58.95973154362417,112.68168744007671,84.14956855225313,58.61457334611698,44.27325023969319,28.817833173537874
VYD_00040,44.934619506966776,40.4962486602358,54.827438370846735,46.055734190782424,35.62165058949625,23.469453376205784,10.922829581993568
VYD_00041,83.74545454545454,78.92402597402598,102.70519480519481,92.82467532467531,79.51623376623377,55.87272727272725,37.85909090909091
VYD_00042,82.64379084967321,79.08857929136569,113.85861713106297,98.74630202958376,75.35724114207086,54.138974888200885,28.049019607843146
VYD_00043,65.95662040213203,53.957623093566944,96.0663359544039,64.79128186183966,50.143173782257634,32.98923426038314,26.08565095783419
VYD_00044,87.86263736263736,84.25274725274726,123.43406593406593,108.35164835164834,89.2967032967033,60.901098901098905,35.247252747252745
VYD_00045,84.59430255402751,74.60314341846758,117.72249508840866,104.06630648330061,90.99950884086444,61.025540275049124,43.35117878192534
VYD_00046,92.97822445561138,100.09547738693469,127.32830820770525,116.41541038525965,94.85427135678394,68.70854271356785,37.23450586264658
VYD_00047,65.64140730717186,56.94316644113668,93.43031123139377,68.04059539918808,54.94046008119079,33.64005412719891,28.303112313937756
VYD_00048,56.58245367112361,53.445695519587126,98.17628430682615,91.26554069903823,81.48287590898425,60.09300961764013,36.24912033779028
VYD_00049,74.88950276243094,70.64088397790054,121.37016574585631,93.43093922651933,69.18232044198894,43.436464088397784,31.160220994475136
VYD_00050,56.45080548528824,40.45227000399415,91.20889362268676,81.21568366395955,71.16522433763814,50.07575555851419,28.92411130342165
VYD_00051,52.011423390752505,36.87941976427923,69.28504079782414,60.537805983680876,49.891387126019936,38.160290117860384,22.64025385312783
VYD_00052,63.5835603996367,41.53496821071754,81.89009990917351,74.08492279745688,67.79382379654861,57.0254314259764,31.90871934604905
VYD_00053,80.26996061582528,75.81095596133191,111.62477622627999,99.47081990691014,77.94522019334049,52.26351593268886,36.58575008950949
VYD_00054,64.85034013605441,51.73469387755102,92.96598639455782,81.29931972789115,71.75510204081634,54.20408163265306,35.6530612244898
VYD_00055,72.69072164948453,59.66666666666666,106.72852233676977,90.0446735395189,77.15120274914091,55.735395189003434,33.04123711340206
VYD_00056,60.8266129032258,56.89516129032257,99.14631336405529,88.57834101382487,77.47235023041475,57.99423963133639,37.059331797235025
VYD_00057,68.57846410684473,53.2737896494157,106.34223706176964,62.94741235392322,49.27545909849751,34.43155258764609,28.105175292153593
VYD_00058,78.59825327510916,76.12663755458514,113.71179039301309,95.65283842794759,78.66812227074234,50.93886462882096,31.812227074235807
VYD_00059,56.55704697986576,22.477181208053686,78.18926174496643,74.92315436241608,67.52583892617449,50.062080536912745,24.88758389261745
VYD_00060,84.32534246575344,83.81735159817353,116.86377473363777,99.30936073059362,77.96042617960426,56.99277016742771,28.073059360730603
VYD_00061,60.5966228893058,63.05065666041275,97.60975609756096,81.15009380863037,76.82926829268291,59.6341463414634,32.913696060037516
VYD_00062,76.82528975869276,67.36338590157706,98.46494394831844,85.8553106593198,65.3639559186776,43.90860725821776,26.987459623788716
VYD_00063,81.29213483146067,79.2247191011236,96.64044943820222,80.47191011235954,70.29213483146067,49.41573033707866,24.887640449438198
VYD_00064,82.45975443383357,72.57742155525241,108.37244201909961,92.95668485675309,78.7274897680764,54.77660300136426,34.57605729877218
VYD_00065,66.798,47.398,102.436,59.266,43.158,30.962,24.044000000000004
VYD_00066,58.239663629993,31.22179397337071,74.27259985984584,72.17624386825509,64.24351786965661,46.92887175893484,23.53118430273301
VYD_00067,89.58069687900812,82.70553655408293,101.38435228730225,106.06712270200939,92.3034416417272,61.65059854638733,52.04510474561779
VYD_00068,72.84146596858639,54.68376963350786,105.0971727748691,96.00041884816757,83.68544502617799,57.430994764397894,31.883560209424086
VYD_00069,65.30457746478874,53.056338028169016,93.07042253521128,65.40492957746477,58.929577464788736,39.642605633802816,27.279929577464785
VYD_00070,66.6063128685397,58.73638570933055,96.05896635449184,73.81044051335412,60.4982656954561,38.264654873395756,22.070933055844602
VYD_00071,53.35500750415767,36.53393096174905,82.4098081369407,61.4155275220054,66.69480387782416,53.37212509633713,35.915466677483444
VYD_00072,55.19329214474846,30.607237422771405,57.16151809355693,39.73609885260371,39.18623124448367,33.63812886142984,19.73874669020301
VYD_00073,54.52775073028238,33.39337877312561,87.80623174294058,77.2375851996105,68.62025316455697,48.4664070107108,20.907497565725418
VYD_00074,56.399099099099104,39.68378378378378,86.75495495495497,73.64144144144143,61.082882882882885,41.99369369369369,17.81081081081081
VYD_00075,63.262773722627735,62.46350364963502,90.05109489051092,84.34671532846714,66.93795620437955,48.42700729927007,29.587591240875913
VYD_00076,55.70860927152317,51.298013245033104,104.38359653591442,104.71930718288337,92.35048395313297,71.78604177279674,43.70453387671931
VYD_00077,80.76101568334579,76.8483943241225,99.29499626587007,96.99701269604182,83.2300224047797,54.929798356982836,38.64824495892458
VYD_00078,84.22781623662682,70.50471994965388,114.96790434235368,105.82315921963502,78.99307740717431,54.079924480805545,40.95342983008182
VYD_00079,67.43460410557186,59.63167155425221,87.04281524926688,73.53900293255134,68.34780058651027,51.09032258064518,39.35073313782992
VYD_00080,89.37691949744068,71.36435551419267,101.98557468590045,87.89343880874826,70.71195905072128,66.85714285714285,41.41926477431363
VYD_00081,59.400000000000006,71.73333333333335,125.08888888888892,126.57777777777778,103.75555555555557,60.06666666666668,40.044444444444444
VYD_00082,68.98740157480314,78.38740157480315,101.64409448818898,97.74803149606299,89.87559055118109,63.41338582677166,42.92047244094488
VYD_00083,72.8612975391499,64.96868008948546,110.74272930648769,107.3199105145414,81.37360178970917,56.483221476510074,42.06711409395973
VYD_00084,73.53277153558052,78.52808988764045,113.70973782771536,113.77153558052434,98.32022471910112,61.3941947565543,48.77808988764045
VYD_00085,62.241560390097526,43.01425356339085,69.9039759939985,67.87996999249812,57.00600150037509,32.86721680420105,19.228057014253565
VYD_00086,75.25773195876289,74.17268041237114,97.79123711340206,99.56958762886599,88.06185567010309,65.59278350515464,50.54381443298969
VYD_00087,81.12944162436548,69.46192893401015,96.39086294416245,100.01269035532997,79.26395939086294,61.119289340101524,36.54822335025381
VYD_00088,99.12429906542053,97.60093457943924,154.6327102803738,158.82710280373826,132.314953271028,80.10093457943924,67.3841121495327
VYD_00089,73.11452282157676,59.87883817427385,98.77012448132781,85.96597510373442,80.24066390041494,46.97095435684648,42.0954356846473
VYD_00090,49.86301369863014,36.43835616438356,85.09589041095892,77.43150684931507,60.22602739726028,43.45205479452055,28.34931506849315
VYD_00091,88.53708191953469,85.88317983519148,140.4745516238488,133.11682016480856,118.711585070286,79.59331071255454,56.45661657779934
VYD_00092,51.95712484237074,41.744010088272375,57.82093316519545,61.98865069356872,51.943253467843626,29.15132408575031,17.857503152585117
VYD_00093,67.92874109263657,64.01979414093428,93.78147268408549,72.7624703087886,59.60095011876484,40.51464766429137,22.02454473475851
VYD_00094,69.9104381443299,56.630154639175274,79.58569587628867,76.14884020618558,64.43234536082474,43.44007731958762,22.991623711340207
VYD_00095,71.49751243781093,66.88557213930348,119.09452736318407,126.45771144278606,92.59203980099501,56.00995024875621,49.07462686567164
VYD_00096,67.68745668745669,66.87456687456688,86.90436590436592,90.42758142758144,75.60291060291061,51.46361746361748,39.593208593208594
VYD_00097,67.659584295612,67.78198614318704,105.70900692840647,109.45958429561203,86.45635103926097,63.816166281755216,39.30161662817552
VYD_00098,76.575,74.36111111111111,119.08055555555553,104.925,92.31388888888887,62.39166666666667,40.19166666666666
VYD_00099,72.1009839461419,65.09425168306578,100.27136198860696,85.55567063697565,74.61522527187985,51.65406525116521,31.02019678922838
VYD_00100,72.99047619047619,61.39999999999999,78.96190476190476,72.67301587301586,61.61746031746031,47.55873015873016,31.303174603174597
VYD_00101,80.61476573592049,67.65168007572173,90.67392333175583,86.05537150970186,76.04921911973499,51.22290582110744,34.361571225745394
VYD_00102,53.44695745826602,43.38826063543349,85.00700053850296,72.26171243941842,61.869143780290784,41.17824448034464,28.45772751750134
VYD_00103,77.61325115562404,60.92295839753468,78.24910118130458,46.908577298407806,44.06985105290191,28.438109912686187,21.02824858757062
VYD_00104,62.88730820475349,61.01422615721836,99.77569089268057,90.07465509090126,82.14698929814759,54.54536467958911,37.656767095027284
VYD_00105,79.53614457831324,70.92570281124499,122.49598393574298,121.86345381526104,94.18674698795182,64.4738955823293,43.391566265060234
VYD_00106,94.20939334637964,79.44031311154599,105.5949119373777,92.98434442270059,81.67514677103718,58.59686888454011,37.336594911937375
VYD_00107,80.57352941176471,87.53823529411765,133.49411764705883,107.84705882352942,89.30588235294117,53.24705882352941,34.4764705882353
VYD_00108,60.034711964549494,55.80354505169866,93.04726735598229,81.11078286558345,70.9837518463811,50.266617429837524,37.18833087149188
VYD_00109,96.02367205542726,74.32621247113167,114.1443418013857,100.91454965357967,90.56639722863738,59.7188221709007,36.8418013856813
VYD_00110,69.49285113540789,77.40622371740957,117.27670311185871,124.05130361648442,99.61396131202692,64.84524810765348,47.77207737594617
VYD_00111,72.2527881040892,48.33308550185873,67.7553903345725,83.66914498141266,58.631226765799255,36.56505576208179,17.261710037174723
VYD_00112,84.16981132075472,65.89150943396226,111.46698113207546,113.83018867924527,92.55188679245283,65.33962264150944,44.08490566037736
VYD_00113,89.80233853006682,91.32461024498885,124.1664810690423,130.4164810690423,112.11971046770601,72.10467706013362,51.99610244988864
VYD_00114,60.18167072181671,48.277372262773724,88.4006488240065,85.764801297648,69.7631792376318,48.61070559610705,30.465531224655315
VYD_00115,51.366718027734976,36.62634822804314,73.11787365177194,77.1517719568567,75.12326656394453,57.02542372881356,41.39368258859784
VYD_00116,69.32717041800645,58.23553054662381,93.00482315112542,105.25241157556272,84.30707395498393,61.590836012861736,41.61254019292605
VYD_00117,90.10843373493977,93.51405622489959,129.55020080321285,131.4176706827309,108.18072289156626,76.144578313253,53.791164658634536
VYD_00118,74.64405684754522,54.98772609819121,67.58010335917312,64.9186046511628,58.26808785529717,40.07364341085271,26.680878552971578
VYD_00119,72.2241566920566,53.8487486398259,99.60718171926007,107.26659412404787,95.88792165397172,65.82807399347116,42.81175190424374
VYD_00120,77.3808752025932,79.59319286871961,101.45137763371152,98.6717990275527,84.58265802269044,61.06726094003242,40.702593192868726
VYD_00121,71.34417040358744,55.81278026905829,88.21524663677131,79.695067264574,66.78026905829596,35.75560538116592,22.042600896860982
VYD_00122,55.32162162162161,61.45405405405404,106.6189189189189,95.98108108108106,89.2054054054054,63.59189189189188,46.19459459459459
VYD_00123,60.91163382072472,61.41894469167195,83.55816910362364,68.84297520661157,62.83788938334391,43.818817546090266,23.44055944055944
VYD_00124,57.98963058976022,43.41153596889177,85.01879455605963,79.97342838626054,47.6092028515878,30.63577446532728,25.97083603370059
VYD_00125,49.96573604060914,53.6230964467005,81.05710659898476,69.88705583756345,64.30203045685279,41.51142131979695,32.43401015228426
VYD_00126,75.9177545691906,57.340731070496076,101.7565274151436,106.55809399477806,96.58159268929502,60.90469973890339,42.42232375979113
VYD_00127,55.68651162790697,22.83906976744186,52.25953488372093,52.9846511627907,52.62651162790698,35.026511627906984,25.412093023255814
VYD_00128,75.91832532601236,69.67398764584763,126.59437199725465,124.10844200411807,105.38709677419355,80.05490734385725,51.07412491420727
VYD_00129,83.37345971563983,92.7620853080569,126.51090047393366,122.89289099526069,104.47109004739337,70.04739336492892,54.75165876777252
VYD_00130,87.906432748538,73.13815789473682,108.89254385964911,86.94005847953215,76.39619883040936,49.725146198830416,35.117690058479525
VYD_00131,76.9338521400778,62.25058365758754,94.45603112840466,79.0544747081712,69.46770428015563,60.0101167315175,42.51828793774318
VYD_00132,58.67134831460675,49.86797752808989,92.31011235955054,96.48483146067416,88.4685393258427,53.11910112359551,43.448876404494385
VYD_00133,70.54340836012862,76.91961414790998,99.44855305466238,70.7315112540193,55.009646302250815,34.47749196141479,24.516077170418008
VYD_00134,87.27147766323026,97.24742268041237,131.43298969072166,114.95189003436427,94.32646048109966,71.12027491408936,43.512027491408936
VYD_00135,61.215759849906185,30.9390243902439,72.3048780487805,69.8921200750469,50.750469043151966,36.47279549718573,28.016885553470914
VYD_00136,74.96039094650205,66.82921810699588,46.91563786008232,38.01183127572016,36.40534979423868,17.768004115226336,21.620884773662553
VYD_00137,84.7521206409048,81.20829406220547,100.28746465598492,92.33176248821866,72.46371347785109,49.748350612629594,31.955702167766265
VYD_00138,63.88583509513742,52.560253699788575,85.02114164904862,69.38689217758984,58.98942917547568,40.53276955602538,33.4154334038055
VYD_00139,50.886590038314175,48.28812260536399,83.5961685823755,90.04137931034484,78.2513409961686,47.521839080459785,33.305747126436785
VYD_00140,67.30736301369862,61.8416095890411,89.40239726027397,88.4375,67.8929794520548,50.148972602739725,32.39640410958904
VYD_00141,58.491076568796764,42.78871617731721,68.84743811168683,49.18480138169257,50.35290731145653,36.84513529073114,22.93321819228555
VYD_00142,87.36524822695034,71.92021276595744,111.07624113475175,103.61702127659574,96.86702127659572,66.51418439716312,50.726950354609926
VYD_00143,64.25981524249423,66.47517321016167,118.85103926096998,110.59642032332565,93.12933025404158,57.91916859122401,25.57217090069284
VYD_00144,77.74599860821154,73.71885873347252,109.73416840640222,99.8823938761308,85.95615866388309,55.17745302713987,36.15240083507307
VYD_00145,63.25974025974026,35.790352504638214,78.01855287569573,83.90166975881262,62.38775510204082,41.08905380333951,31.421150278293137
VYD_00146,69.23936613844872,74.89407839866557,105.23853211009177,91.08590492076732,66.05087572977482,40.80233527939951,26.520433694745627
VYD_00147,53.35265700483092,48.18840579710145,77.36714975845409,71.17391304347825,61.21739130434782,47.922705314009654,27.463768115942027
VYD_00148,88.83638113570743,75.74590952839269,113.83926852743022,105.70067372473534,86.18190567853706,52.003849855630406,31.554379210779604
VYD_00149,55.58852140077822,52.72665369649806,74.50583657587548,66.67607003891051,54.95525291828793,37.826848249027236,28.67898832684825
VYD_00150,55.84922394678491,32.884700665188475,74.04434589800444,61.89578713968957,58.793791574279375,45.7849223946785,35.490022172949004
VYD_00151,58.634259259259274,60.1678240740741,96.79398148148151,84.90046296296298,75.26620370370371,54.88888888888889,31.959490740740744
VYD_00152,64.88461538461537,64.37931034482759,91.11671087533155,99.04509283819628,87.66180371352785,56.19098143236073,34.66445623342175
VYD_00153,60.53547297297297,46.439189189189186,82.36486486486486,62.06925675675675,52.34797297297297,26.778716216216214,23.790540540540533
VYD_00154,61.69584664536742,73.9035143769968,94.04984025559106,91.90990415335465,65.41214057507989,43.016613418530355,32.30607028753994
VYD_00155,84.03534303534303,75.98856548856548,98.54365904365903,95.30977130977129,80.6049896049896,52.304573804573806,36.516632016632016
VYD_00156,56.82220555138785,61.49887471867967,82.543135783946,77.87846961740435,65.55813953488372,41.924231057764445,29.92423105776444
VYD_00157,64.97271952259165,43.0230179028133,57.035805626598474,60.789428815004264,47.69820971867007,33.96845694799659,26.128729752770674
VYD_00158,77.63483146067415,70.19382022471909,110.79213483146067,94.93820224719101,82.57303370786516,56.882022471910105,39.146067415730336
VYD_00159,72.66884709730172,63.47179067865904,112.69337694194604,96.72117743254293,80.61896974652494,54.79967293540474,35.56909239574816
VYD_00160,67.59916782246879,71.29889042995839,96.99375866851597,109.46393897364771,102.79472954230236,62.837725381414714,39.693481276005535
VYD_00161,49.929482874412365,36.42444593687038,66.8535930154466,51.63465413028879,51.11752854264608,37.23237071860309,18.4808596373405
VYD_00162,80.03079416531605,81.7487844408428,107.76985413290113,104.4359805510535,84.6871961102107,65.80551053484604,50.846029173419765
VYD_00163,61.616097278517664,32.57730167921252,68.28951939779967,47.896352055587734,47.667052692530405,38.894614939200935,27.523451071221775
VYD_00164,74.48590864917395,70.1418853255588,108.73469387755101,105.18950437317784,82.07191448007774,45.72789115646259,31.237123420796898
VYD_00165,64.65625,67.00493421052632,101.79934210526316,76.91118421052632,68.62006578947368,50.373355263157904,31.554276315789473
VYD_00166,78.8995983935743,61.30522088353413,97.34939759036143,105.08835341365463,96.06425702811246,61.49397590361446,47.99196787148595
VYD_00167,75.65118317265555,70.45924627519717,89.91323400525853,70.15249780893951,57.48641542506572,31.86765994741454,19.58369851007887
VYD_00168,79.55692307692307,75.73230769230769,101.18153846153847,101.54153846153847,82.99076923076923,46.652307692307694,28.88
VYD_00169,59.24549763033175,52.63791469194311,99.97630331753552,95.2729857819905,73.08151658767771,49.17061611374407,26.734597156398102
VYD_00170,75.34,65.19000000000001,100.08,88.46000000000001,77.78,48.210000000000015,27.59
VYD_00171,68.52050781250001,58.570312500000014,85.71875,77.80273437499999,67.11181640625,43.39599609375001,29.302734375
VYD_00172,80.67283950617285,84.47530864197532,91.78703703703704,89.10802469135803,80.30246913580247,56.21913580246915,39.836419753086425
VYD_00173,86.11111111111111,76.7883597883598,101.35978835978835,97.66666666666664,83.78306878306879,57.407407407407405,42.05820105820106
VYD_00174,69.36448995363214,59.415340030911885,98.05942812983001,99.91638330757343,87.84532457496137,57.09965224111285,35.690919629057184
VYD_00175,89.47637795275591,82.24409448818896,102.28740157480316,90.33464566929135,76.99606299212599,54.30314960629922,41.36614173228347
VYD_00176,59.89209302325582,61.458604651162794,105.08465116279073,101.06325581395352,88.1525581395349,62.8939534883721,45.32930232558141
VYD_00177,72.02460317460317,65.92063492063491,101.16190476190476,106.37857142857142,92.74126984126984,52.4563492063492,36.4531746031746
VYD_00178,67.60202260559191,55.513384889946465,91.27364663890542,79.95954788816182,58.975014872099955,42.65913146936348,31.01070791195718
VYD_00179,67.47962382445141,48.225705329153605,81.91745036572621,69.93103448275862,46.77638453500522,29.84430512016719,22.15569487983281
VYD_00180,86.46346153846154,77.23076923076924,103.11153846153849,99.40961538461539,75.93653846153846,59.84423076923078,38.08461538461539
VYD_00181,56.76119402985074,47.12537313432836,78.71044776119403,65.07462686567163,57.689552238805966,37.199999999999996,25.55522388059702
VYD_00182,49.54432042022326,34.986211424819444,72.25935653315825,82.2810242941563,70.74720945502297,40.67892317793829,26.103742613263297
VYD_00183,60.61075268817204,44.18709677419355,74.03440860215053,67.33763440860216,60.126881720430106,42.80215053763441,33.15913978494624
VYD_00184,76.32513181019337,73.99297012302289,87.70591681312246,77.32571763327478,64.9396602226128,38.13591095489164,26.268892794376104
VYD_00185,83.40861244019139,88.06267942583732,109.21100478468902,96.2866028708134,84.75980861244018,54.44401913875599,38.692344497607664
VYD_00186,71.94801819363222,69.11371020142951,95.35932423651724,88.67966211825862,75.89408706952567,54.43274853801169,43.03703703703703
VYD_00187,79.44542619542618,77.32432432432431,93.4682952182952,77.91164241164242,69.40800415800415,40.786902286902276,28.928274428274428
VYD_00188,65.77578796561606,64.02578796561606,89.66404011461319,91.66189111747852,82.62679083094557,51.20773638968482,37.08381088825216
VYD_00189,86.64621676891616,76.88241308793457,101.40388548057261,117.20807770961146,97.19631901840492,84.55572597137015,49.22699386503068
VYD_00190,63.069565217391315,72.19503105590063,110.5975155279503,106.08447204968945,100.03478260869564,62.00372670807454,44.5416149068323
VYD_00191,91.0544069640914,81.41621327529926,89.538084874864,71.30032644178456,62.727965179542984,44.977149075081606,28.084874863982588
VYD_00192,94.87722317842801,77.14400458978774,119.70051635111878,116.26907630522089,100.24784853700518,63.66953528399313,41.98737808376363
VYD_00193,58.25722757598219,48.68421052631577,72.49962935507783,62.27575982209043,53.75463306152704,35.00889547813195,26.55003706449221
VYD_00194,77.21995094031072,67.43172526573998,115.79640228945217,106.66557645134914,87.56091578086674,65.25429272281275,43.115290269828286
VYD_00195,51.63157894736842,40.49473684210527,85.1157894736842,79.69684210526314,67.4421052631579,51.357894736842105,35.077894736842104
VYD_00196,82.37179487179488,73.04743589743592,108.2897435897436,104.50128205128208,85.03333333333335,61.45897435897436,38.06153846153846
VYD_00197,67.65042174320527,57.35004686035614,95.90534208059982,77.67760074976572,67.75960637300845,44.813027179006575,32.749297094657926
VYD_00198,73.93659420289855,82.54710144927537,120.56340579710144,125.43297101449278,101.54710144927537,64.08514492753625,40.969202898550726
VYD_00199,73.76453900709221,76.13900709219857,113.28297872340426,108.95390070921987,92.19787234042555,73.08794326241134,56.20283687943263
VYD_00200,99.50976909413855,106.98046181172292,158.1740674955595,154.68383658969805,123.94493783303729,99.43339253996449,69.65186500888099
VYD_00201,77.7780082987552,68.90767634854772,108.65663900414938,101.2038381742739,82.9880705394191,46.275933609958514,40.89107883817428
VYD_00202,75.09150757077022,60.5911784068466,85.76761026991441,54.39104674127716,50.10401579986835,31.56023699802502,24.35813034891376
VYD_00203,74.90443686006827,74.05460750853243,105.07167235494882,106.16723549488056,90.37883959044369,61.737201365187715,42.51194539249148
VYD_00204,48.66835187057635,49.840242669363,77.1001011122346,69.69362992922144,66.86855409504551,45.79474216380183,32.67340748230536
VYD_00205,69.1270553064275,58.2645739910314,104.31988041853515,99.7473841554559,85.13751868460389,57.49028400597907,27.80269058295964
VYD_00206,74.82471264367815,66.32662835249043,113.1044061302682,96.71455938697318,83.52011494252874,48.73180076628353,38.03448275862069
VYD_00207,78.99495586380831,81.62988650693568,121.19167717528374,124.32093316519544,106.44388398486758,70.91172761664565,49.246532156368225
VYD_00208,58.36291739894553,50.30843585237258,88.47627416520208,80.56854130052724,67.72231985940245,39.84797891036908,35.58523725834798
VYD_00209,78.54259501965923,75.5773263433814,120.70314547837484,133.01638269986893,106.74770642201835,78.42201834862385,61.50393184796855
VYD_00210,67.70588235294116,67.08588235294117,92.93647058823528,74.8376470588235,60.217647058823516,29.675294117647056,19.229411764705883
VYD_00211,51.722180731889466,42.65048543689321,77.13368185212846,85.79985063480208,81.5026138909634,59.04107542942494,41.781926811053026
VYD_00212,58.49710024855013,62.994200497100266,88.46810273405137,98.68268434134217,79.079536039768,47.96023198011599,27.434962717481362
VYD_00213,78.62929061784898,74.33867276887872,98.80778032036615,84.26315789473685,82.85354691075514,46.61327231121281,31.627002288329518
VYD_00214,58.06304868316041,40.85953711093375,62.96249002394254,64.77414205905826,52.81404628890662,33.67118914604948,25.97126895450917
VYD_00215,68.7033084311633,58.94343649946639,90.64140875133405,91.32870864461046,73.59231590181432,54.016008537886876,37.3564567769477
VYD_00216,66.55088495575222,70.16150442477876,91.01106194690266,104.1216814159292,84.11504424778761,59.092920353982294,39.09955752212389
VYD_00217,75.96091568955893,58.44723618090454,74.01619207146847,55.663316582914575,47.99497487437187,33.01730876605249,28.47571189279732
VYD_00218,57.23398328690809,42.71030640668524,68.44846796657382,84.94336118848655,70.51532033426184,50.82729805013929,33.988857938718674
VYD_00219,40.56435643564357,36.96322489391797,93.57708628005658,105.80339462517682,82.6096181046676,53.410183875530414,34.37057991513437
VYD_00220,50.91742424242424,28.68030303030303,81.65833333333333,85.74848484848485,78.09772727272727,61.55454545454545,36.24318181818182
VYD_00221,71.31608005521049,65.53071083505866,108.47412008281574,100.08143547273983,79.3112491373361,55.94064872325742,33.97653554175294
